0,6,顾客,登记下返E卡#E-s15,"""亲在吗""；""电热类-收货后疑问解答""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的在的，我一直都在这里等着您来呢～""；""在的""；""登记下返E卡#E-s15"""
0,8,顾客,9d582277252cffbed211d54c14c58319。jpg,"""亲在吗""；""电热类-收货后疑问解答""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的在的，我一直都在这里等着您来呢～""；""在的""；""登记下返E卡#E-s15""；""方便提供一下订单页截图和晒单页截图吗 ，这边这边才可以帮您登记的呢 ""；""9d582277252cffbed211d54c14c58319。jpg"""
0,9,顾客,3a6771f2645e9d89c774fd1251212187。jpg,"""亲在吗""；""电热类-收货后疑问解答""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的在的，我一直都在这里等着您来呢～""；""在的""；""登记下返E卡#E-s15""；""方便提供一下订单页截图和晒单页截图吗 ，这边这边才可以帮您登记的呢 ""；""9d582277252cffbed211d54c14c58319。jpg""；""3a6771f2645e9d89c774fd1251212187。jpg"""
0,11,顾客,这个是吗,"""亲在吗""；""电热类-收货后疑问解答""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的在的，我一直都在这里等着您来呢～""；""在的""；""登记下返E卡#E-s15""；""方便提供一下订单页截图和晒单页截图吗 ，这边这边才可以帮您登记的呢 ""；""9d582277252cffbed211d54c14c58319。jpg""；""3a6771f2645e9d89c774fd1251212187。jpg""；""E卡是30个工作日左右返的 ""；""这个是吗"""
0,13,顾客,嗯嗯，直接发到京东账号里对吧,"""亲在吗""；""电热类-收货后疑问解答""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的在的，我一直都在这里等着您来呢～""；""在的""；""登记下返E卡#E-s15""；""方便提供一下订单页截图和晒单页截图吗 ，这边这边才可以帮您登记的呢 ""；""9d582277252cffbed211d54c14c58319。jpg""；""3a6771f2645e9d89c774fd1251212187。jpg""；""E卡是30个工作日左右返的 ""；""这个是吗""；""是的""；""嗯嗯，直接发到京东账号里对吧"""
0,15,顾客,那到时候是你主动告诉我，我把E卡绑我东京号里就可以用了吧,"""亲在吗""；""电热类-收货后疑问解答""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的在的，我一直都在这里等着您来呢～""；""在的""；""登记下返E卡#E-s15""；""方便提供一下订单页截图和晒单页截图吗 ，这边这边才可以帮您登记的呢 ""；""9d582277252cffbed211d54c14c58319。jpg""；""3a6771f2645e9d89c774fd1251212187。jpg""；""E卡是30个工作日左右返的 ""；""这个是吗""；""是的""；""嗯嗯，直接发到京东账号里对吧""；""这里提供卡密""；""那到时候是你主动告诉我，我把E卡绑我东京号里就可以用了吧"""
0,17,顾客,好的，那到时候请发给我，谢谢！,"""亲在吗""；""电热类-收货后疑问解答""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的在的，我一直都在这里等着您来呢～""；""在的""；""登记下返E卡#E-s15""；""方便提供一下订单页截图和晒单页截图吗 ，这边这边才可以帮您登记的呢 ""；""9d582277252cffbed211d54c14c58319。jpg""；""3a6771f2645e9d89c774fd1251212187。jpg""；""E卡是30个工作日左右返的 ""；""这个是吗""；""是的""；""嗯嗯，直接发到京东账号里对吧""；""这里提供卡密""；""那到时候是你主动告诉我，我把E卡绑我东京号里就可以用了吧""；""是的""；""好的，那到时候请发给我，谢谢！"""
0,0,顾客,我要转人工,"""我要转人工"""
0,1,顾客,我要转人工,"""我要转人工""；""我要转人工"""
0,4,顾客,你好,"""我要转人工""；""我要转人工""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，在购物过程中有什么问题是都可以联系我的呢#E-s21""；""你好"""
0,5,顾客,f9268d04eaf5998cd8da1b27cdfb18ff。jpg,"""我要转人工""；""我要转人工""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，在购物过程中有什么问题是都可以联系我的呢#E-s21""；""你好""；""f9268d04eaf5998cd8da1b27cdfb18ff。jpg"""
0,6,顾客,这个发票咋没税号呢,"""我要转人工""；""我要转人工""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，在购物过程中有什么问题是都可以联系我的呢#E-s21""；""你好""；""f9268d04eaf5998cd8da1b27cdfb18ff。jpg""；""这个发票咋没税号呢"""
0,9,顾客,好吧,"""我要转人工""；""我要转人工""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好，在购物过程中有什么问题是都可以联系我的呢#E-s21""；""你好""；""f9268d04eaf5998cd8da1b27cdfb18ff。jpg""；""这个发票咋没税号呢""；""咨询一下京东客服呢""；""发票是京东开出的""；""好吧"""
0,0,顾客,你好,"""你好"""
0,1,顾客,西式类-收货后疑问解答,"""你好""；""西式类-收货后疑问解答"""
0,4,顾客,预热总有嗒嗒声哦,"""你好""；""西式类-收货后疑问解答""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的呢，欢迎光临，很高兴为您服务！""；""预热总有嗒嗒声哦"""
0,6,顾客,2c7482dd3355a577cac4b5d9c42b8d94。jpg,"""你好""；""西式类-收货后疑问解答""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的呢，欢迎光临，很高兴为您服务！""；""预热总有嗒嗒声哦""；""这个是机器加热之后发热管内部热膨胀发出的微弱声响，正常现象哦，您放心使用呢""；""2c7482dd3355a577cac4b5d9c42b8d94。jpg"""
0,7,顾客,这又便宜20，也降得太快了吧，一样型号？,"""你好""；""西式类-收货后疑问解答""；""* 您好，现在机器是出现了什么问题可以详细的说明一下吗？#E-s31""；""* 在的呢，欢迎光临，很高兴为您服务！""；""预热总有嗒嗒声哦""；""这个是机器加热之后发热管内部热膨胀发出的微弱声响，正常现象哦，您放心使用呢""；""2c7482dd3355a577cac4b5d9c42b8d94。jpg""；""这又便宜20，也降得太快了吧，一样型号？"""
0,0,顾客,f38367e0bba534729262d59ba521a27e。jpg,"""f38367e0bba534729262d59ba521a27e。jpg"""
0,1,顾客,这个是有赠送干磨杯的吗？,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？"""
0,3,顾客,<url>,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？""；""送的""；""<url>"""
0,5,顾客,这个款的破壁机功率是多少,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？""；""送的""；""<url>""；""在的哦""；""这个款的破壁机功率是多少"""
0,7,顾客,每分钟的转速是多少,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？""；""送的""；""<url>""；""在的哦""；""这个款的破壁机功率是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""每分钟的转速是多少"""
0,9,顾客,这款的功率和每分钟转速呢,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？""；""送的""；""<url>""；""在的哦""；""这个款的破壁机功率是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""每分钟的转速是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""这款的功率和每分钟转速呢"""
1,13,顾客,这两款哪款性价比高这,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？""；""送的""；""<url>""；""在的哦""；""这个款的破壁机功率是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""每分钟的转速是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""这款的功率和每分钟转速呢""；""<url>""；""<url>""；""***摩卡金（上市时间2019年7月19日）；这款主要有以下几个特点哦1，容量：热饮400-1000ml 冷饮250-1200ml2，操作方式：触摸控制3，转速：3**转/min4  4叶立体刀片5，功能：调时、调速、调温、预约、五谷浆、养生粥、黑芝麻糊、果蔬汁、果仁露、鲜果奶昔、酱料、点动清洗、启动/取消6，功率：搅拌900瓦，加热750瓦核心卖点：1。一键清洗免手洗，解放双手 高硼硅玻璃耐热耐冷不易碎，立体熬煮不糊底，2。12小时超长预约，无需等待 还可自动保温4小时 二次加热，调温温度随心定 11档智能调速，时间速度随意设定 ""；""这两款哪款性价比高这"""
0,15,顾客,只有一个颜色吗？,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？""；""送的""；""<url>""；""在的哦""；""这个款的破壁机功率是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""每分钟的转速是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""这款的功率和每分钟转速呢""；""<url>""；""<url>""；""***摩卡金（上市时间2019年7月19日）；这款主要有以下几个特点哦1，容量：热饮400-1000ml 冷饮250-1200ml2，操作方式：触摸控制3，转速：3**转/min4  4叶立体刀片5，功能：调时、调速、调温、预约、五谷浆、养生粥、黑芝麻糊、果蔬汁、果仁露、鲜果奶昔、酱料、点动清洗、启动/取消6，功率：搅拌900瓦，加热750瓦核心卖点：1。一键清洗免手洗，解放双手 高硼硅玻璃耐热耐冷不易碎，立体熬煮不糊底，2。12小时超长预约，无需等待 还可自动保温4小时 二次加热，调温温度随心定 11档智能调速，时间速度随意设定 ""；""这两款哪款性价比高这""；""928s""；""只有一个颜色吗？"""
1,17,顾客,有没有黑色的,"""f38367e0bba534729262d59ba521a27e。jpg""；""这个是有赠送干磨杯的吗？""；""送的""；""<url>""；""在的哦""；""这个款的破壁机功率是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""每分钟的转速是多少""；""***（上市时间2019年8月15日）这款主要有以下特点哦1，容量：热饮400-1400ml 冷饮250-1750ml2，操作方式：触摸控制3，转速：3**转/min4，4叶立体刀片5，功能：五谷浆、养生粥、滋补糊、炖煮、果蔬汁、奶昔、酱料、清洗、预约、调温、调时、调速、启动/取消6，功率：搅拌1000瓦，加热900瓦主要卖点：1、智能防溢2、U型加热 3、12小时长效预约 ""；""这款的功率和每分钟转速呢""；""<url>""；""<url>""；""***摩卡金（上市时间2019年7月19日）；这款主要有以下几个特点哦1，容量：热饮400-1000ml 冷饮250-1200ml2，操作方式：触摸控制3，转速：3**转/min4  4叶立体刀片5，功能：调时、调速、调温、预约、五谷浆、养生粥、黑芝麻糊、果蔬汁、果仁露、鲜果奶昔、酱料、点动清洗、启动/取消6，功率：搅拌900瓦，加热750瓦核心卖点：1。一键清洗免手洗，解放双手 高硼硅玻璃耐热耐冷不易碎，立体熬煮不糊底，2。12小时超长预约，无需等待 还可自动保温4小时 二次加热，调温温度随心定 11档智能调速，时间速度随意设定 ""；""这两款哪款性价比高这""；""928s""；""只有一个颜色吗？""；""是的""；""有没有黑色的"""
0,2,顾客,可以冲洗吗,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗"""
0,5,顾客,刚才拿出来了,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了"""
0,6,顾客,这个那个面在里面,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面"""
0,7,顾客,还是都可以,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面""；""还是都可以"""
0,10,顾客,白色的小方块不分反正,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面""；""还是都可以""；""放进去呢""；""浮子对准直接塞进去就可以呢""；""白色的小方块不分反正"""
0,12,顾客,806205d45b7c1b8c6601709c4adfd535。jpg,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面""；""还是都可以""；""放进去呢""；""浮子对准直接塞进去就可以呢""；""白色的小方块不分反正""；""嗯呢""；""806205d45b7c1b8c6601709c4adfd535。jpg"""
0,14,顾客,这样放可以吗,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面""；""还是都可以""；""放进去呢""；""浮子对准直接塞进去就可以呢""；""白色的小方块不分反正""；""嗯呢""；""806205d45b7c1b8c6601709c4adfd535。jpg""；""嗯嗯""；""这样放可以吗"""
0,16,顾客,拿回来机子可以先让机子自己清洗吗,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面""；""还是都可以""；""放进去呢""；""浮子对准直接塞进去就可以呢""；""白色的小方块不分反正""；""嗯呢""；""806205d45b7c1b8c6601709c4adfd535。jpg""；""嗯嗯""；""这样放可以吗""；""可以的""；""拿回来机子可以先让机子自己清洗吗"""
0,18,顾客,水箱放水，搅拌的地方什么都不要放行吗,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面""；""还是都可以""；""放进去呢""；""浮子对准直接塞进去就可以呢""；""白色的小方块不分反正""；""嗯呢""；""806205d45b7c1b8c6601709c4adfd535。jpg""；""嗯嗯""；""这样放可以吗""；""可以的""；""拿回来机子可以先让机子自己清洗吗""；""可以选择清洗功能的哦""；""水箱放水，搅拌的地方什么都不要放行吗"""
0,20,顾客,好的,"""在的，有什么可以帮您的吗""；""不要拿出来""；""可以冲洗吗""；""水位感应依靠水箱内的白色浮子起伏感应""；""可以清洗的呢""；""刚才拿出来了""；""这个那个面在里面""；""还是都可以""；""放进去呢""；""浮子对准直接塞进去就可以呢""；""白色的小方块不分反正""；""嗯呢""；""806205d45b7c1b8c6601709c4adfd535。jpg""；""嗯嗯""；""这样放可以吗""；""可以的""；""拿回来机子可以先让机子自己清洗吗""；""可以选择清洗功能的哦""；""水箱放水，搅拌的地方什么都不要放行吗""；""是的，机器是自动加水的呢""；""好的"""
0,0,顾客,用户发起转人工,"""用户发起转人工"""
0,1,顾客,生活类-购买前咨询,"""用户发起转人工""；""生活类-购买前咨询"""
0,4,顾客,<url>,"""用户发起转人工""；""生活类-购买前咨询""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好在购物过程中有什么问题是都可以联系我的呢#E-s21#E-s21""；""<url>"""
0,6,顾客,请问这款有两个选择，区别是什么,"""用户发起转人工""；""生活类-购买前咨询""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好在购物过程中有什么问题是都可以联系我的呢#E-s21#E-s21""；""<url>""；""* 地球不爆炸我们不放假，宇宙不重启我们不休息，没有四季，只有两季，您来就是旺季，您走就是淡季！有什么可以帮助您哒？""；""请问这款有两个选择，区别是什么"""
0,8,顾客,就这款,"""用户发起转人工""；""生活类-购买前咨询""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好在购物过程中有什么问题是都可以联系我的呢#E-s21#E-s21""；""<url>""；""* 地球不爆炸我们不放假，宇宙不重启我们不休息，没有四季，只有两季，您来就是旺季，您走就是淡季！有什么可以帮助您哒？""；""请问这款有两个选择，区别是什么""；""哪两款呢""；""就这款"""
0,10,顾客,a5a42942ee846a06b884989791e752c3。jpg,"""用户发起转人工""；""生活类-购买前咨询""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好在购物过程中有什么问题是都可以联系我的呢#E-s21#E-s21""；""<url>""；""* 地球不爆炸我们不放假，宇宙不重启我们不休息，没有四季，只有两季，您来就是旺季，您走就是淡季！有什么可以帮助您哒？""；""请问这款有两个选择，区别是什么""；""哪两款呢""；""就这款""；""#E-s34""；""a5a42942ee846a06b884989791e752c3。jpg"""
0,12,顾客,他有一个4L的，和5L的,"""用户发起转人工""；""生活类-购买前咨询""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好在购物过程中有什么问题是都可以联系我的呢#E-s21#E-s21""；""<url>""；""* 地球不爆炸我们不放假，宇宙不重启我们不休息，没有四季，只有两季，您来就是旺季，您走就是淡季！有什么可以帮助您哒？""；""请问这款有两个选择，区别是什么""；""哪两款呢""；""就这款""；""#E-s34""；""a5a42942ee846a06b884989791e752c3。jpg""；""这款和哪款对比？""；""他有一个4L的，和5L的"""
0,15,顾客,就是不懂这个意思，一个是无雾的，一个是有雾的？,"""用户发起转人工""；""生活类-购买前咨询""；""您好在的，#E-s57#E-s57我是本次服务导购客服多多，欢迎小主光临！""；""* 您好在购物过程中有什么问题是都可以联系我的呢#E-s21#E-s21""；""<url>""；""* 地球不爆炸我们不放假，宇宙不重启我们不休息，没有四季，只有两季，您来就是旺季，您走就是淡季！有什么可以帮助您哒？""；""请问这款有两个选择，区别是什么""；""哪两款呢""；""就这款""；""#E-s34""；""a5a42942ee846a06b884989791e752c3。jpg""；""这款和哪款对比？""；""他有一个4L的，和5L的""；""e126a3ec599b0aaf81c0ae431caf4c9e。jpg""；""区别就是圈着的""；""就是不懂这个意思，一个是无雾的，一个是有雾的？"""
0,1,顾客,能把电炖锅的装箱步骤发一下图片吗,"""您好在的 有什么可以帮助您的吗""；""能把电炖锅的装箱步骤发一下图片吗"""
0,3,顾客,0744b4507c96604c92a0db9d55cb29bb。jpg,"""您好在的 有什么可以帮助您的吗""；""能把电炖锅的装箱步骤发一下图片吗""；""没有步骤""；""0744b4507c96604c92a0db9d55cb29bb。jpg"""
0,4,顾客,98c756a681b0c2f729f4a7a84eca4b94。jpg,"""您好在的 有什么可以帮助您的吗""；""能把电炖锅的装箱步骤发一下图片吗""；""没有步骤""；""0744b4507c96604c92a0db9d55cb29bb。jpg""；""98c756a681b0c2f729f4a7a84eca4b94。jpg"""
0,5,顾客,那你看一下是哪有问题,"""您好在的 有什么可以帮助您的吗""；""能把电炖锅的装箱步骤发一下图片吗""；""没有步骤""；""0744b4507c96604c92a0db9d55cb29bb。jpg""；""98c756a681b0c2f729f4a7a84eca4b94。jpg""；""那你看一下是哪有问题"""
0,8,顾客,箱子合不上,"""您好在的 有什么可以帮助您的吗""；""能把电炖锅的装箱步骤发一下图片吗""；""没有步骤""；""0744b4507c96604c92a0db9d55cb29bb。jpg""；""98c756a681b0c2f729f4a7a84eca4b94。jpg""；""那你看一下是哪有问题""；""看不出来""；""您包装好就行""；""箱子合不上"""
0,9,顾客,89f23576de10a4b70ff66ebbda04585f。jpg,"""您好在的 有什么可以帮助您的吗""；""能把电炖锅的装箱步骤发一下图片吗""；""没有步骤""；""0744b4507c96604c92a0db9d55cb29bb。jpg""；""98c756a681b0c2f729f4a7a84eca4b94。jpg""；""那你看一下是哪有问题""；""看不出来""；""您包装好就行""；""箱子合不上""；""89f23576de10a4b70ff66ebbda04585f。jpg"""
0,11,顾客,箱子破坏了也可以是吗,"""您好在的 有什么可以帮助您的吗""；""能把电炖锅的装箱步骤发一下图片吗""；""没有步骤""；""0744b4507c96604c92a0db9d55cb29bb。jpg""；""98c756a681b0c2f729f4a7a84eca4b94。jpg""；""那你看一下是哪有问题""；""看不出来""；""您包装好就行""；""箱子合不上""；""89f23576de10a4b70ff66ebbda04585f。jpg""；""合着粘上""；""箱子破坏了也可以是吗"""
