0,15,真的 会 忍不住 单曲 循环 ， 我要 学习 了 ， 再见 。,"""哈 喽 ， 你 知道 『 月亮代表我的心 』 的 主唱 是 谁 吗 ？"";""你好 ， 这 首歌 的 主唱 是 张国荣 。"";""好 的 呢 ， 谢谢 了 。"";""不用谢 ， 张国荣 是 影响力 很大 的 一位 明星 了 呢 。"";""是 的 呢 ， 真的 是 一位 多才多艺 的 艺人 呢 。"";""他 还是 中国 电影 百年 百位 优秀 演员 之一 ， 就 足以 说明 他 的 优秀 了 。"";""但是 可惜 了 ， 他 意外 身亡 了 。"";""是 啊 ， 天妒 英才 。 他 唱的歌 都 很 好听 的 ， 《 你在何地 》 这 首歌 作为 张国荣 的 代表作 ， 推荐 给 你 ， 如 哥哥 张国荣 所说 ， 有些 歌 ， 唱片 里 唱 过 就 过 了 ， 不会 再 在 哪个 场合 再 唱 ， 这首 “ 你在何地 ” 正是 这样"";""听 名字 好 悲伤 呀 ， 好听 吗 ？"";""挺 好听 的 ， 你 听 了 会 忍不住 开单 曲 循环 的 。"";""说 的 我 好 想 听听 呀 。"";""是否 播放 这 首歌 ？"";""好 的 ， 播放 吧 。"";""现在 为 你 播放 《 你在何地 》 。"";""真的 会 忍不住 单曲 循环 ， 我要 学习 了 ， 再见 。"""
0,13,好 的,"""你 知道 周杰伦 的 星座 嘛 ？"";""他 是 摩羯座"";""好 的 。"";""嗯 嗯 ， 他 可是 真正 的 天才 ， 曾 入选 美国 CNN 亚洲 25 位 最具 影响力 人物"";""他 也 算是 一代人 的 青春 了 ， 我 也 一直 都 很 喜欢 他"";""那 你 眼光 不错 啊 ， 他 还 获得 过 两届 台湾 金曲奖 最佳 国语 男歌手"";""他 真的 好 优秀 啊 。"";""嗯 ， 他 的 《 花海 》 推荐 给 你 ， 是 一首 充满 岛国 风情 的 歌曲 ， 周杰伦 以 海岛 唱腔 演唱 ， 有种 抚慰 人心 的 力量 。"";""这个 歌名 很 不错 啊 。"";""是 的 ， 很 不错 的 歌 了"";""那 我 要 听听 ？"";""嗯 ， 现在 为 你 播放"";""好 的"""
0,13,播放 吧,"""今天 几号 啊 ？"";""是 20 18 年 5 月 17 日"";""谢谢 啊 ， 我 知道 了"";""话 说 ， 今天 还是 王力宏 的 生日 呢 ， 是 个 很 认真 的 艺人"";""是 吗 ？ 真的 好巧 啊"";""是 的 呢 ， 他 可是 华语 天王 呢"";""哇 ， 他 真 厉害 啊"";""是 啊 ， 他 的 歌 《 你 不 在 ( Live ) 》 还 不错 的 ， 这 首歌曲 诠释 了 男女之间 对于 爱情 孤独 无力 的 感觉 ， 具有 强有力 的 穿透力"";""这 首歌 我 好 想 没 怎么 听过 啊"";""那 这次 就 不要 错过 了 ， 可以 听听看 哦"";""可以 啊"";""那 现在 给 你 放 这 首歌 可以 吗"";""播放 吧"""
0,11,嗯 呢 不错 ， 有 时间 去 看看 呢 。,"""你好 ， 杨幂 是 什么 星座 呢 ？"";""杨幂 是 处女座 哦 。"";""好 的 ， 谢谢 你 。"";""杨幂 可是 获得 过 中国 电视 金鹰奖 最具 人气 女演员 ， 是 个 大 明星 哦 。"";""当然 知道 ， 我 还 知道 她 是 观众 票选 最受 瞩目 女演员 呢 。"";""是 的 ， 她 的确 很 优秀 ， 人 还 很漂亮 。"";""她 还是 娱乐圈 工作狂 呢 。"";""那 不如 让 我 给 你 推荐 个 有 她 参演 的 电影 《 功夫熊猫3 》 ， 很 不错 ， 笑点 很多 。"";""这部 片子 是 谁 导演 的 呀 ？"";""导演 是 吕寅荣 、 亚力山 德罗 · 卡罗尼 。"";""嗯 呢 不错 ， 有 时间 去 看看 呢 。"""
0,2,中午 好 。,"""中午 好亲 。"";""中午 好 。"""
0,15,我 到 家 了 ， 不聊 了 。,"""嗨 ， 你 知道 吴亦凡 的 身高 吗 ？"";""你好 ， 吴亦凡 的 身高 是 187cm 。"";""好 的 ， 真的 是 好 高 呀 。"";""是 呀 ， 他 可是 长腿 男神 呢 。 也 是 出 生于 1990 年 的 小 鲜肉 。"";""是 的 呢 ， 我 可 喜欢 他 了 呢 ， 国内 当红 小 鲜肉 呀 。"";""对 呀 ， 他 的 演技 也 是 很 好 的 ， 曾 获得 第 3 届 伦敦 国际 华语 电影节 最佳 新锐 演员 奖 这样 的 奖项 呢 。"";""真的 好 厉害 呀 ， 还是 新浪 娱乐 15 周年 庆典 杰出青年 呢 。"";""不但 有 演技 ， 歌唱 的 也 挺 好 ， 《 Deserve ( Lido Remix ) 》 这首 就是 他 演唱 的 ， 推荐 给 你 哦 。 是 吴亦凡 进军 美国 音乐 市场 的 首支 单曲 ， 凡凡 声音 好苏 。"";""是 他 唱 的 吗 ？ 我 怎么 没有 听过 呢 。"";""这首 是 他 少有 的 电音 风格 的 歌 ， 听听 也 是 不错 的 。"";""那 我 得 听听 了 。"";""需要 我 播放 这 首歌 么 ？"";""好 的 呀 ， 播放 吧 。"";""现在 为 您 播放 《 Deserve ( Lido Remix ) 》 。"";""我 到 家 了 ， 不聊 了 。"""
0,14,这个 电影 的 评分 是 多少 了 ？,"""晚上 好 ， 孙丽佳 小美女 。"";""晚上 好 啊 。"";""最近 学习 怎么样 了 ？"";""最近 的 考试 考好 了 啊 ， 哎呀 我 真的 好 高兴 啊 。"";""那 很 好 呀 ， 看 你 这么 开心 ， 推荐 你 一首歌 『 At the Border 』 那股 慷慨激昂 、 苍凉 悲壮 的 意境 一瞬间 就 喷涌 而出 了 ， 很 好听 的 。"";""暂时 不想 听 音乐 ， 不好意思 啊 。"";""好 吧 ， 那 咱 聊聊 它 的 主唱 王力宏 吧 ， 你 喜欢 他 吗 ？"";""我 最 喜欢 的 歌手 就是 他 了 ， 是 我 的 男神 呢 。"";""哈哈 ， 他 的 歌 确实 很赞 呢 ， 是 一个 “ 金曲 歌王 ” 呢 。"";""是 呀 ， 又帅 又 有 才 ， 真的 好 完美 啊 。"";""演技 也 没得说 呢 ， 他 主演 的 『 色 · 戒 』 欲说还休 欲罢不能 无言以对 爱不释手 。"";""暂时 不想 看 这个 电影 。"";""那 另 一部 『 欺诈 的 碎片 与 惊心 的 情感 ： 《 色 · 戒 》 纪实 』 精湛 ， 唯美 ， 真实 ， 人性 ， 好 片子 不 容错过 呢 。"";""这个 电影 的 评分 是 多少 了 ？"""
1,7,他 是 个 非常 敬业 的 人 ， 这些 奖项 都 是 他 应得 的 ！,"""你 知道 《 麦兜菠萝油王子 》 的 主演 是 谁 吗 ？"";""当然 知道 啦 ， 是 刘德华 哦 ~"";""嗯 ， 知道 了 ， 真 优秀"";""说 到 刘德华 ， 他 是 中国 电影 百年 形象大使 哦 ~"";""他 还是 全民 偶像"";""是 的 呢 ， 他 获得 过 很多 奖 呢 ， 亚洲 电影 大奖 最佳 男演员 ， 香港电影 金像奖 最佳影片 都 是 他 获得 的 奖 呢"";""他 是 个 非常 敬业 的 人 ， 这些 奖项 都 是 他 应得 的 ！"""
0,17,嗯 ， 我 还 有点 事 ， 咱们 下回 再聊 吧 。,"""今天 是 几号 啊 ？"";""今天 是 20 18 年 4 月 28 日"";""谢谢 啊 ， 我 知道 啦 ， 你 真 聪明 。"";""今天 还是 何炅 的 生日 呢"";""是 吗 ？ 我 还 真不知道 呢 。"";""你 喜欢 他 吗 ， 他 很 厉害 呢 ， 曾经 获得 过 第三届 中国 影视 网络 影响力 颁布 盛 最具 网络 影响力 的 十大 电视 主持人 奖 呢"";""是 吗 ， 我 的 偶像 可 真棒 啊 ！"";""要 不要 听 一下 『 现在爱 』 这 首歌 啊 ， 是 一首 爱情 歌曲 ， 但 没有 通常 对唱 情歌 中 的 那种 苦恋 缠绵 ， 这 首歌 讲 的 是 冲破 爱情 隔膜 的 勇气 和 信心"";""是 啊 ， 我 好像 真 没 听 过 这 首歌 呢 。"";""那 你 可以 试一下 ， 真的 很 好听 。"";""那 可以 呀 ！"";""现在 要 播放 吗 ？"";""播放 吧"";""正在 为 您 播放 『 现在爱 』"";""嗯 ， 这 首歌 真不错 呢 。"";""您 的 喜欢 就是 对 我 最大 的 鼓励"";""嗯 ， 我 还 有点 事 ， 咱们 下回 再聊 吧 。"""
1,12,他 这么 优秀 ， 也 是 我 学习 的 榜样 呢 。,"""雷山祥 ， 上午 好 ， 近来 如何 ？"";""上午 好 啊 ， 最近 工作 很 无聊 。"";""要 学会 从 无聊 的 工作 中 找到 有趣 的 存在 哦 ！"";""这倒 是 个 不错 的 方法 呢 。"";""嘿嘿 ， 平时 最 喜欢 看 什么 电影 啊 ？"";""我 爱看 『 撒娇女人最好命 』 。"";""最 喜欢 这部 电影 的 哪个 演员 呢 ？"";""自然 是 黄晓明 了 ！"";""那 你 眼光 不错 哦 ， 黄晓明 曾 获得 第 29 届 中国 电影 金鸡奖 最佳 男主角 、 第 12 届 中国 电影 表演艺术 学会 金凤凰 奖 等 很多 知名 奖项 ， 很 厉害 呢 ！"";""是 很 厉害 呢 ， 据我所知 他 还 获得 了 “ 山东省 十大 杰出青年 ” 称号 呢 。"";""是 啊 是 啊 ， 作为 一个 优秀 的 帅哥 明星 ， 被 很多 人 喜欢 也 很 正常"";""他 这么 优秀 ， 也 是 我 学习 的 榜样 呢 。"""
0,9,感觉 不错 ， 有空 一定 要 听听 。,"""可以 帮 我 放 一首 《 时间煮雨 ( live ) 》 吗 ？"";""正在 为 你 播放 ， 请 欣赏"";""很棒 的 一首歌 ， 现在 我 自己 一个 人 听 一次 哭 一次 。"";""确实 很 感人 ， 其实 吴亦凡 还有 其他 歌曲 也 很 好听 ， 比如 《 刀剑如梦 》 ， 是 《 剑侠 世界 》 手游 的 主题曲 被"";""听过 ， 但是 我 对 这 首歌 不感兴趣 。"";""那 推荐 可以 听 一下 吴亦凡 的 新歌 《 大碗宽面 》 歌曲 透露 出 吴亦凡 跳跃 洒脱 的 气质 ， 他 通过 音乐 表达 出 内心 的 无畏 豁达 。"";""这 首歌 我 倒 是 听说 过 ， 但是 没有 听过 。"";""听说 这 首歌 出来 之后 ， 吴亦凡 多 了 好多 路 转粉"";""感觉 不错 ， 有空 一定 要 听听 。"""
0,13,嗯 呢 ， 我要 睡觉 了 ， 先 这样 哈,"""今天 几号 了 呀 ？"";""今天 是 20 18 年 9 月 16 号"";""嗯 嗯 ， 你 知道 的 真多 ， 真棒"";""今天 还是 你 爱豆 范冰冰 的 生日 哦"";""是 啊 ， 真巧 ， 她 可是 个 大美女 呢"";""是 呀 ， 她 可是 东京国际 电影节 的 最佳 女演员 ， 还是 华语 电影 传媒 大奖 的 最佳 女演员 呢"";""是 的 呢 ， 不愧 是 娱乐圈 不同 时期 当家花旦"";""她 的 演技 也 很 赞 呢 ， 给 你 推荐 一部 她 主演 的 《 新少林寺 》 还 不错 哦"";""口碑 怎么样 ？"";""口碑 还 可以"";""嗯 ， 看来 还 不错 ， 有 机会 去 看看"";""你 一定 会 有所 收获 的 呢"";""嗯 呢 ， 我要 睡觉 了 ， 先 这样 哈"""
0,2,不 开心 ， 这次 考试 没考 好,"""你好 啊 ， 最近 还好 吗 ？"";""不 开心 ， 这次 考试 没考 好"""
0,13,评分 怎么样 呢 ？,"""你好 ， 今天天气 怎么样 呢 ？"";""晴转多云 ， 西南风 ， 最高 气温 : 13 ℃ ， 最低气温 : - 2 ℃ ， 注意 保暖 啊"";""谢谢 你 哦 ， 我会 注意 保暖 的 。"";""今天 这种 天气 适合 吃 干锅菜花 哦"";""花菜 不错 哦 ， 我 喜欢"";""那 太好了 ， 你 可以 尝一 下去"";""好 啊 ， 是 我 爱 吃 的 。"";""推荐 你 去 《 嘉陵江畔时尚川菜 》 吃 哦 ， 他们 店 的 特色菜 呢"";""那里 人均 价格 多少 呢 ？"";""65 哦"";""地址 在 哪 ？"";""金凤区 长城 中路 300 号 ， 新百 良田 超市 对面"";""评分 怎么样 呢 ？"""
0,16,再见 。,"""早上好 ， 最近 怎么样 ？"";""还行 吧 ， 工作 有点 忙 。"";""那 你 可要 注意 休息 啊 ， 我们 聊会天 吧 ？"";""好 的 呀 。"";""你 叫 什么 名字 呢 ？"";""我 叫 莫玲凤 。"";""看 名字 你 一定 是 一位 女士 吧 。"";""你 真 聪明 。"";""那 你 今年 多大 了 呢 ？"";""我 今年 37 了 。"";""那 你 有 什么 兴趣爱好 呢 ？"";""我 平时 喜欢 听听 音乐 ， 看看 新闻 之类 的 。"";""很 不错 的 兴趣爱好 吗 。"";""确实 ， 好 了 ， 我 该 去 上班 了 ， 下次 聊 。"";""那 不 打扰 了 ， 再见 。"";""再见 。"""
0,5,说来听听 。,"""今天天气 怎么样 啊 ？"";""今天天气 霾 ， 西南风 ， 最高 气温 : 8 ℃ ， 最低气温 : - 2 ℃ 。"";""谢谢 你 了 。"";""又 到 饭点 了 ， 有个 美食 推荐 要 听 吗 ？"";""说来听听 。"""
0,13,好 的 ， 谢谢 你 啦,"""亲 ， 能 帮忙 放 一首 『 遥远的她 』 吗 ？"";""已经 为 你 放 啦 ， 请 你 好好 欣赏 。"";""听 完 了 ， “ 为什么 遇见 你 要 花光 我 这辈子 的 勇气 和 运气 ” ， 感同身受 呀 。"";""是 啊 ， 那 再 为 你 推荐 学友 唱 的 《 心如刀割 》 ， 抒情 流行歌曲 的 经典之作 ， 很 不错 呢 ， 要 不要 听听看 呢 ？"";""这个 我 听 过 了 呢 ， 现在 不想 听 。"";""好 的 吧 ， 那 这首 《 还是觉得你最好 》 呢 ？ 是 学友 粤语 歌曲 代表作 之一 呢"";""是 张学友 唱 的 那首 吗 ？ 哥哥 的 声音 真的 很棒 。"";""是 的 呢 ， 很受 大家 的 追捧 呢 ， 所以 推荐 给 你 啦 ！"";""说 的 不错呀 。"";""那 你 现在 可以 为 你 放 嘛 ？"";""好 的 呀 ， 赶紧 放 吧 。"";""已经 为 你 放 啦 。 相信 你 会 喜欢 。"";""好 的 ， 谢谢 你 啦"""
0,13,当然 可以 啦,"""吴亦凡 是 哪 的 人 ？"";""他 是 中国 广东 广州 出生 的 哦"";""哇 ， 你 真棒 呢"";""嗯 呢 ， 说 到 吴亦凡 ， 他 可是 20 15 亚洲 影响力 东方 盛典 最具 人气 男神 呢"";""是 呀 ， 他 还是 首位 90 后 艺人 蜡像 入驻 上海 杜莎 夫人 蜡像馆 ， 很 优秀 的 一个 人"";""是 的 呢 ， 不仅如此 搜狐 时尚 盛典 亚洲 时尚 偶像 奖 的 获得者 也 是 他 呢"";""他 的 歌曲 也 很 不错 ， 我 一直 很 喜欢"";""是 呢 ， 正好 ， 推荐 一首 他 的 『 Deserve ( Lido Remix ) 』 给 你 ， 凡凡 声音 好苏"";""是 嘛 ， 我 还 真 没有 听过 这个 版本 的 呢"";""相信 你 一定 会 喜欢 上 这种 风格 的 呢"";""嗯 嗯 ， 特别 期待 呢"";""现在 要 不要 为 你 播放 这 首歌 呢 ？ 欣赏 一下"";""当然 可以 啦"""
0,1,在 呢 ， 小 管家 ， 现在 什么 时间 啦 ？,"""在 呢 ， 小 管家 ， 现在 什么 时间 啦 ？"""
0,3,你 真 厉害 ！,"""今天 几号"";""今天 是 20 18 年 1 月 18 号"";""你 真 厉害 ！"""
0,14,听 名字 就 很 喜欢,"""晚上 好 ， 柳鑫彬 ， 最近 怎么样 ？"";""最近 很 好 啊 。"";""这 是 有 啥 好事 ？ 分享 一下 呗 。"";""倒 也 没 啥 ， 发 奖金 了 。"";""那 恭喜 了 ， 要 不 去 看看 电影 庆祝 庆祝 ， 推荐 你 看看 《 麦兜菠萝油王子 》 ， 电影 风格 诡异 外加 饶舌 ， 很 有意思 哦 。"";""我 暂时 不想 聊 电影 。"";""那 我们 聊聊 这部 电影 的 主演 ， 天王 级 巨星 刘德华 如何 。"";""可以 啊 ， 华仔 可是 我 最 喜欢 的 演员 呢 ！"";""是 吗 ？ 刘德华 是 香港特别行政区 荣誉 勋章 佩戴 者 ， 也 是 吉尼斯世界纪录 中 获奖 最多 的 香港 男歌手 。 你 很 有 眼光"";""真是 优秀 啊 ， 他 是 不 老 的 天王 ， 不朽 的 神话 ！"";""哈哈 ， 那 你 听 过 他 唱的歌 吗 ？ 给 你 推荐 一首 华仔 的 音乐 《 最好的声音 》 ， 很 好听 的 ， 很 牛 逼 的 一首歌 。"";""听过 ， 对 这 首歌 不感兴趣 。"";""那 你 可以 听听 《 爱你 一万年 ( 国 ) 》 ， 这 也 是 华仔 的 歌 哦 。 有人 说 爱你 一万年 是 我 一直 喜欢 的 金典 老歌 。 可见 很 好听 呢"";""听 名字 就 很 喜欢"""
1,11,你 也 太 懂 我 啦 ， 我 就 喜欢 这种 类型 的 歌,"""《 想你 》 的 主唱 是 谁 ？"";""主唱 是 吴亦凡"";""哇 ， 居然 是 我 的 偶像 欸 ， 我超 喜欢 他 的"";""原来如此 ， 话 说 吴亦凡 可是 一个 音乐 才子 呢 ， 唱歌 的 风格 一直 有 一大批 粉丝"";""哈 啊哈 ， 我 最 喜欢 听 他 的 歌 啦 ， 人长 的 又 帅"";""他 不仅 颜值 很 高 ， 而 拿 过 新浪 娱乐 15 周年 庆典 杰出青年 奖 呢"";""没想到 我 的 偶像 这么 优秀 呢 ， 愿 越来越 好"";""以前 听 的 时候 就 很 感动 ， 《 中国魂 ( Live ) 》 这 首歌 推荐 给 你 ， 把 东西方 元素 进行 融合 再 创新 ， 让 说唱 音乐 跟 中国 传统 文化 更好 地 结合"";""这 难不成 也 是 我们 凡凡 唱 的 ？"";""没错 ， 这 首歌 写出 了 他 的 人生态度 ， 配合 他 独特 的 技巧 ， 非常 的 好听 呢"";""你 也 太 懂 我 啦 ， 我 就 喜欢 这种 类型 的 歌"""
1,7,因为 他 真的 是 一个 很 努力 的 人 啊 。 正是 因为 这些 努力 才 有 了 现在 的 成绩 。,"""亲爱的 ， 你 知道 谢霆锋 的 生日 吗"";""知道 哦 ， 他 是 8 月 29 号 的 生日"";""嗯 嗯 ， 你好 聪明 啊"";""谢谢 夸奖 呢 ， 他 可是 香港 十大 中文 金曲 最 受欢迎 男歌手 呢 ， 那么 有名 我 肯定 知道"";""嗯 嗯 ， 他 还是 我 的 偶像 呢 。"";""真有 眼光 ， 谢霆锋 不仅 是 歌唱 得 好 ， 戏 也 演得 棒 哟 。 他 还 获得 过 香港电影 金像奖 最佳 男主角"";""因为 他 真的 是 一个 很 努力 的 人 啊 。 正是 因为 这些 努力 才 有 了 现在 的 成绩 。"""
0,1,说 下 今天 的 天气,"""说 下 今天 的 天气"""
1,6,暂时 不想 听 音乐 。,"""早上好 ， 赵玲琴 ， 最近 生活 还 顺利 吗 ？"";""不太 顺利 ， 工作 压力 挺大 的 。"";""慢慢来 ， 你 一定 可以 的 。"";""好 的 ， 谢谢 你 。"";""给 你 推荐 一首歌 《 脚踏车 》 ， 评论 说 这 首歌 成功 的 勾起 了 我 的 回忆 。"";""暂时 不想 听 音乐 。"""
1,5,对 呀 ， 他 可是 我 的 男神 呀 ， 帅 。,"""能告 我 一下 吴亦凡 的 星座 么 。"";""你好 ， 吴亦凡 的 星座 为 天蝎座 。"";""哇 ， 你 真 好 。"";""谢谢 ， 您 太 客气 啦 。 吴亦凡 是 出 生于 1990 年 的 11 月 6 日 ， 是 个 不折不扣 的 90 后大 男孩 哦 。"";""对 呀 ， 他 可是 我 的 男神 呀 ， 帅 。"""
